time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),solar2 capacity factor (-),wind2 capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch solar2 (kW),dispatch wind2 (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to storage2 (kW),dispatch from storage2 (kW),energy storage2 (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch to csp storage (kW),dispatch from csp storage (kW),energy csp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment solar2 (kW),cutailment wind2 (kW),cutailment csp (kW),cutailment nuclear (kW),price ($/kWh)
85,1.303422984,0,0.243633942,0,0,0,0,0,0.810675249,0,0,0,0,0,0.374540379,0,0,0,0,0.492747735,227.9024905,0,0,0,0,0,0,0,0,0,0,0.104306917
86,1.305532215,0,0.229856554,0,0,0,0,0,0.764831934,0,0,0,0,0,0.374539954,0,0,0,0,0.54070028,227.4097402,0,0,0,0,0,0,0,0,0,0,0.104306918
87,1.287356431,0,0.183661452,0,0,0,0,0,0.611120898,0,0,0,0,0,0.374539529,0,0,0,0,0.676235533,226.8690373,0,0,0,0,0,0,0,0,0,0,0.104306919
88,1.259762987,0,0.139433142,0,0,0,0,0,0.463954226,0,0,0,0,0.057839747,0.374539104,0,0,0,0,0.737969013,226.1927992,0,0,0,0,0,0,0,0,0,0,0.104308678
89,1.228891135,0,0.126447251,0,0,0,0,0,0.420744564,0,0,0,0,0.070177558,0.316698932,0,0,0,0,0.737969013,225.4548276,0,0,0,0,0,-5.55E-17,0,0,0,0,0.104308797
90,1.201528957,0,0.128501078,0,0,0,0,0,0.427578533,0,0,0,0,0.035981411,0.246521015,0,0,0,0,0.737969013,224.716856,0,0,0,0,0,0,0,0,0,0,0.104308915
91,1.178494448,0,0.13336268,0,0,0,0,0,0.44375518,0,0,0,0,0,0.210539324,0,0,0,0,0.734739268,223.9788844,0,0,0,0,0,0,0,0,0,0,0.104306924
92,1.1645928,0,0.134490775,0,0,0,0,0,0.447508839,0,0,0,0,0,0.210539085,0,0,0,0,0.717083961,223.2441426,0,0,0,0,0,-5.55E-17,0,0,0,0,0.104306925
93,1.17370853,0,0.133746632,0,0,0,0,0,0.445032754,0,0,0,0,0,0.210538846,0,0,0,0,0.728675776,222.5270561,0,0,0,0,0,0,0,0,0,0,0.104306926
94,1.22081396,0,0.153232957,0,0,0,0,0,0.509872165,0,0,0,0,0,0.210538607,0,0,0,0,0.710941795,221.7983778,0,0,0,0,0,0,0,0,0,0,0.104306927
95,1.272007229,0,0.187258472,0,0,0,0,0,0.623089735,0,0,0,0,0,0.210538368,0,0,0,0,0.648917494,221.0874335,0,0,0,0,0,0,0,0,0,0,0.104306929
96,1.295320114,0,0.218050047,0,0,0,0,0,0.725546591,0,0,0,0,0,0.210538129,0,0,0,0,0.569773522,220.4385134,0,0,0,0,0,0,0,0,0,0,0.10430693
97,1.301110326,0,0.234428404,0,0,0,0,0,0.780044452,0,0,0,0,0,0.21053789,0,0,0,0,0.521065874,219.8687374,0,0,0,0,0,0,0,0,0,0,0.104306931
98,1.284658329,0,0.237953088,0,0,0,0,0,0.791772596,0,0,0,0,0,0.210537651,0,0,0,0,0.492885732,219.347669,0,0,0,0,0,0,0,0,0,0,0.104306932
99,1.250375306,0,0.240884905,0,0,0,0,0,0.801528017,0,0,0,0,0,0.210537412,0,0,0,0,0.448847289,218.8547808,0,0,0,0,0,0,0,0,0,0,0.104306933
100,1.210342756,0,0.24268664,0,0,0,0,0,0.807523166,0,0,0,0,0,0.210537173,0,0,0,0,0.40281959,218.405931,0,0,0,0,0,0,0,0,0,0,0.104306935
101,1.177584374,0,0.241480911,0,0,0,0,0,0.803511186,0,0,0,0,0,0.210536934,0,0,0,0,0.374073189,218.0031089,0,0,0,0,0,0,0,0,0,0,0.104306936
102,1.154438516,0,0.241217958,0,0,0,0,0,0.802636228,0,0,0,0,0,0.210536695,0,0,0,0,0.351802288,217.6290332,0,0,0,0,0,0,0,0,0,0,0.104306937
103,1.143990866,0,0.241617612,0,0,0,0,0,0.803966049,0,0,0,0,0,0.210536456,0,0,0,0,0.340024817,217.2772285,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306938
104,1.142530465,0,0.241052792,0,0,0,0,0,0.802086649,0,0,0,0,0,0.210536217,0,0,0,0,0.340443816,216.9372012,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306939
105,1.152898885,0,0.236505374,0,0,0,0,0,0.786955427,0,0,0,0,0,0.210535978,0,0,0,0,0.365943457,216.5967549,0,0,0,0,0,1.11E-16,0,0,0,0,0.104306941
106,1.182468795,0,0.233989417,0,0,0,0,0,0.778583753,0,0,0,0,0,0.210535739,0,0,0,0,0.403885042,216.230809,0,0,0,0,0,0,0,0,0,0,0.104306942
107,1.235079638,0,0.235434467,0,0,0,0,0,0.783392058,0,0,0,0,0,0.2105355,0,0,0,0,0.451687581,215.8269214,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306943
108,1.292705524,0,0.238115813,0,0,0,0,0,0.792314053,0,0,0,0,0,0.210535261,0,0,0,0,0.500391472,215.3752314,0,0,0,0,0,0,0,0,0,0,0.104306944
109,1.318189738,0,0.237044846,0,0,0,0,0,0.788750483,0,0,0,0,0,0.210535022,0,0,0,0,0.529439255,214.8748375,0,0,0,0,0,0,0,0,0,0,0.104306945
110,1.311320285,0,0.208291989,0,0,0,0,0,0.693077322,0,0,0,0,0,0.210534783,0,0,0,0,0.618242963,214.3453958,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306946
111,1.286547,0,0.165523207,0,0,0,0,0,0.55076713,0,0,0,0,0,0.210534544,0,0,0,0,0.73577987,213.7271504,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306948
112,1.254942806,0,0.133286299,0,0,0,0,0,0.443501028,0,0,0,0,0.073472765,0.210534305,0,0,0,0,0.737969013,212.9913681,0,0,0,0,0,0,0,0,0,0,0.10431152
113,1.220811819,0,0.121284864,0,0,0,0,0,0.403567075,0,0,0,0,0.079275731,0.137061301,0,0,0,0,0.737969013,212.2533966,0,0,0,0,0,-5.55E-17,0,0,0,0,0.104311639
114,1.1900556,0,0.121080284,0,0,0,0,0,0.402886349,0,0,0,0,0.049200238,0.057785414,0,0,0,0,0.737969013,211.5154252,0,0,0,0,0,0,0,0,0,0,0.104311757
115,1.163839045,0,0.12540752,0,0,0,0,0,0.41728493,0,0,0,0,0.008585101,0.008585111,0,0,0,0,0.737969013,210.7774537,0,0,0,0,0,0,0,0,0,0,0.104311875
116,1.148909548,0,0.131900817,0,0,0,0,0,0.438890931,0,0,0,0,0,0,0,0,0,0,0.710018617,210.0394823,0,0,0,0,0,0,0,0,0,0,0.104306954
117,1.160980342,0,0.145902318,0,0,0,0,0,0.485479966,0,0,0,0,0,0,0,0,0,0,0.675500375,209.3294613,0,0,0,0,0,0,0,0,0,0,0.104306955
118,1.201265571,0,0.17555905,0,0,0,0,0,0.58416071,0,0,0,0,0,0,0,0,0,0,0.617104861,208.6539586,0,0,0,0,0,0,0,0,0,0,0.104306956
119,1.240638584,0,0.237800691,0,0,0,0,0,0.791265506,0,0,0,0,0,0,0,0,0,0,0.449373079,208.0368513,0,0,0,0,0,0,0,0,0,0,0.104306957
120,1.261159147,0,0.283779657,0,0,0,0,0,0.944257365,0,0,0,0,0,0,0,0,0,0,0.316901782,207.5874759,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306958
121,1.269572514,0,0.311269764,0,0,0,0,0,1.035728812,0,0,0,0,0,0,0,0,0,0,0.233843701,207.2705717,0,0,0,0,0,0,0,0,0,0,0.10430696
122,1.254471709,0,0.330214917,0,0,0,0,0,1.098767511,0,0,0,0,0,0,0,0,0,0,0.155704198,207.0367256,0,0,0,0,0,0,0,0,0,0,0.104306961
123,1.229332253,0,0.343071489,0,0,0,0,0,1.141546873,0,0,0,0,0,0,0,0,0,0,0.08778538,206.8810191,0,0,0,0,0,0,0,0,0,0,0.104306962
124,1.195167004,0,0.346230855,0,0,0,0,0,1.152059447,0,0,0,0,0,0,0,0,0,0,0.043107557,206.7932313,0,0,0,0,0,-2.22E-16,0,0,0,0,0.104306963
125,1.167059636,0,0.342081107,0,0,0,0,0,1.138251445,0,0,0,0,0,0,0,0,0,0,0.028808191,206.7501214,0,0,0,0,0,-2.22E-16,0,0,0,0,0.104306964
